iter	MultiClass
0	0.9376636836
1	0.809878342
2	0.7042451134
3	0.6223712079
4	0.5560084865
5	0.4960288741
6	0.4469448069
7	0.4034544813
8	0.3656283246
9	0.3333519831
10	0.3036113103
11	0.2788827741
12	0.2561106003
13	0.2364992933
14	0.2177287904
15	0.2011327125
16	0.1858741884
17	0.1714113605
18	0.1590384272
19	0.1473914254
20	0.1372382413
21	0.1279050472
22	0.1197805999
23	0.1120327597
24	0.1048612884
25	0.09909948392
26	0.09337451515
27	0.08775707071
28	0.08311799252
29	0.07852213345
30	0.07410517466
31	0.06987075199
32	0.06673009772
33	0.06310614083
34	0.06095101495
35	0.0584374098
36	0.05595180291
37	0.05385853069
38	0.05174282483
39	0.04984295489
40	0.04774444003
41	0.04593690627
42	0.04401343073
43	0.04235448672
44	0.04077366498
45	0.0394597292
46	0.03862053853
47	0.03755703186
48	0.03673093091
49	0.03569563666
50	0.03453601607
51	0.03401973676
52	0.0334143742
53	0.03277531638
54	0.03204939609
55	0.03128477831
56	0.03069390344
57	0.02990249148
58	0.02922490767
59	0.02863234856
60	0.0282091235
61	0.02768115918
62	0.02701061268
63	0.02648117152
64	0.0258567905
65	0.02544362274
66	0.0250955161
67	0.02468827624
68	0.02434879041
69	0.02408393516
70	0.0234378633
71	0.0231437877
72	0.022798812
73	0.02233160998
74	0.02200526265
75	0.02177246586
76	0.02159535233
77	0.02143894885
78	0.02102189797
79	0.02068056118
80	0.02047349988
81	0.02007614277
82	0.01974671241
83	0.01955018441
84	0.01919351056
85	0.01895096737
86	0.01879732664
87	0.01843593363
88	0.01823675757
89	0.01793280425
90	0.01785927038
91	0.01772772723
92	0.01757044725
93	0.01738776918
94	0.01714116754
95	0.01689336159
96	0.0167663631
97	0.01659638367
98	0.01637565873
99	0.01636367934
100	0.0161059131
101	0.01590507297
102	0.01575931757
103	0.01569358621
104	0.01545257772
105	0.0152661017
106	0.01520798986
107	0.01519212599
108	0.0151369785
109	0.0149737611
110	0.01496347774
111	0.01482387875
112	0.01472453367
113	0.01461133181
114	0.0144095481
115	0.0143899372
116	0.01420301331
117	0.0140279641
118	0.0139506665
119	0.01386483368
120	0.01383218434
121	0.01364943119
122	0.01344852632
123	0.01336930495
124	0.01321551477
125	0.01300378533
126	0.01291522293
127	0.01280212735
128	0.01270262148
129	0.01261684978
130	0.01259370483
131	0.01249539404
132	0.01235295462
133	0.01222875445
134	0.01209280269
135	0.0120071613
136	0.01183919625
137	0.01179273528
138	0.01166434469
139	0.0115554269
140	0.01140159108
141	0.01130690343
142	0.01119860935
143	0.01110012224
144	0.01100069616
145	0.01097428935
146	0.01092293763
147	0.01079649849
148	0.01068356205
149	0.01061572501
150	0.01048807111
151	0.01047953727
152	0.01045601783
153	0.01036370256
154	0.0102012303
155	0.01013113057
156	0.01009515282
157	0.01000140576
158	0.009952677726
159	0.009853666494
160	0.009786740384
161	0.009727480136
162	0.009659165447
163	0.009596992096
164	0.009592885467
165	0.009473548975
166	0.009425177479
167	0.009421187026
168	0.009291560711
169	0.009241634055
170	0.009221655806
171	0.009170466229
172	0.009143983285
173	0.009059312922
174	0.009025390858
175	0.009003380061
176	0.008992017868
177	0.008961903827
178	0.008836561081
179	0.008786380822
180	0.008738648084
181	0.008717568825
182	0.008673370664
183	0.00861105826
184	0.008498551009
185	0.008408935097
186	0.008355589487
187	0.00829484669
188	0.008279093848
189	0.00821954601
190	0.008216738202
191	0.00817715516
192	0.008116322709
193	0.008069947924
194	0.008029693068
195	0.007948002856
196	0.007922683351
197	0.007864041208
198	0.007794893174
199	0.007769581188
200	0.007736102483
201	0.007670408141
202	0.00761903379
203	0.007539150402
204	0.007462312123
205	0.0074213843
206	0.007397181864
207	0.007320508924
208	0.007301947932
209	0.007269467851
210	0.007245517442
211	0.007213531629
212	0.007201497959
213	0.007162331756
214	0.007107414485
215	0.007051829725
216	0.007015539077
217	0.007002559961
218	0.006911636511
219	0.006895627039
220	0.006844159634
221	0.006786847173
222	0.006737516948
223	0.006699242522
224	0.006681998292
225	0.006656008042
226	0.006599698112
227	0.006564172107
228	0.006533913349
229	0.006502510443
230	0.006482344635
231	0.006442319714
232	0.006440231337
233	0.006398790509
234	0.006351909743
235	0.00630924411
236	0.006282021827
237	0.00624210118
238	0.006208382561
239	0.00618554309
240	0.006172997118
241	0.006101047685
242	0.00608905157
243	0.006058742386
244	0.006004359134
245	0.005961139714
246	0.00595841797
247	0.005956506929
248	0.005948173432
249	0.005926526796
250	0.005906418975
251	0.005874679455
252	0.005840166339
253	0.005809436432
254	0.005802043066
255	0.005763132003
256	0.005725542571
257	0.005716626515
258	0.005667546713
259	0.005644554711
260	0.005615593329
261	0.00557001809
262	0.00553374931
263	0.00551471808
264	0.005505210776
265	0.005470864216
266	0.005452692875
267	0.00540342732
268	0.005374501471
269	0.00535017636
270	0.005342422563
271	0.005315126412
272	0.005300162185
273	0.005268619069
274	0.005257775616
275	0.005254605126
276	0.005240663484
277	0.005215400818
278	0.005180644413
279	0.005175390712
280	0.005158515912
281	0.005136406777
282	0.005105110783
283	0.00507645296
284	0.005038133516
285	0.005012877416
286	0.004985676377
287	0.004963174438
288	0.004955171633
289	0.004913348564
290	0.004886676458
291	0.004878861659
292	0.004860645969
293	0.004847800976
294	0.004832626792
295	0.004830821417
296	0.00482347214
297	0.004800331261
298	0.004779240396
299	0.00475471312
