voxel_id,n_points,linearity,planarity,scattering,omnivariance,sum_ev,anisotropy,eigentropy,change_curvature,z_range,plane_std,label,scattering_log2,plane_std_log2,pred_label
36561,73,0.697813262293764,0.14311591871017776,0.15907081899605835,0.13452341415967317,0.5406331585336372,0.8409291810039417,0.7795481545537511,0.10885885124525399,1.1700000000000017,0.24081870070738534,unlabeled,-2.652249822988119,-2.0539746755877,tree
36563,94,0.7040559368191857,0.24548892176018133,0.050455141420633016,0.09682377150765574,0.5294002659577546,0.9495448585793671,0.6951011103742213,0.037474131927735674,0.8999999999999986,0.1324813761222071,unlabeled,-4.308826307799947,-2.9161276414167805,tree
36588,77,0.602996285553774,0.3113907458900423,0.08561296855618367,0.1307967219803795,0.5986610923614772,0.9143870314438163,0.7759666266283499,0.0577445064106597,1.0399999999999991,0.1847644227997515,unlabeled,-3.546009987509975,-2.4362333003776624,tree
36589,37,0.6799401007941743,0.1905078798966262,0.1295520193091995,0.21996170517820837,0.9212418918919463,0.8704479806908005,0.8176079581715805,0.08937013945215896,1.8200000000000003,0.2833230939737536,unlabeled,-2.9483854561223484,-1.8194748006955446,tree
36590,59,0.0626509006349338,0.9339166137705748,0.0034324855944914065,0.0265414967996336,0.34892496529874745,0.9965675144055085,0.613156531226554,0.0017686099358588737,0.759999999999998,0.01575561816248947,unlabeled,-8.186110373996044,-5.987898266893687,building
36615,95,0.3980441421315385,0.5367260982035634,0.06522975966489811,0.13327874299357717,0.6537444806848765,0.9347702403351019,0.8016519838962852,0.039125673217723096,0.9800000000000004,0.15832849239634075,unlabeled,-3.9383037598063315,-2.6589980802783937,tree
36616,100,0.2274493166370199,0.6894168512358091,0.08313383212717096,0.12596816337380445,0.5837093914145807,0.916866167872829,0.8028743043186907,0.04479955048027785,1.1400000000000006,0.141221761229816,unlabeled,-3.588403120622027,-2.8239554647273817,tree
36642,121,0.4578258766844177,0.5378812792080768,0.004292844107505376,0.05059075943748437,0.5903603917019306,0.9957071558924946,0.7041495713261506,0.002775904172501426,0.3100000000000023,0.04055922737409821,unlabeled,-7.863514471064741,-4.6237904498949,tree
36643,47,0.2059094413071676,0.775881083242309,0.01820947545052342,0.09409411295523168,0.6999549057586789,0.9817905245494766,0.76477652768999,0.010047715669293545,0.5300000000000011,0.08743015429854335,unlabeled,-5.7790876001805715,-3.5157087436502255,tree
36669,139,0.21868802713633637,0.7798452677940138,0.0014667050696498094,0.03536720982147335,0.6025260191862521,0.9985332949303501,0.7220180889104463,0.000822707320770791,0.15000000000000213,0.022364583452589272,unlabeled,-9.412222192027015,-5.482575795251676,terrain
36670,28,0.49770391751860077,0.4053677234876699,0.09692835899372931,0.08459121975542563,0.37047976187647397,0.9030716410062707,0.674345263094092,0.060609603305163566,1.1900000000000013,0.14714849734237564,unlabeled,-3.3669224791459045,-2.7646454807973013,tree
36696,58,0.8309808232961472,0.16671312461044882,0.0023060520934039585,0.023107952404196757,0.3705418481538226,0.9976939479065962,0.5259482386726863,0.001968754737547884,0.21000000000000085,0.026776875100866546,unlabeled,-8.759733704114513,-5.222814706448955,tree
36697,88,0.34012226516422434,0.5866118731558051,0.07326586167997051,0.12145481602067071,0.5778222243999396,0.9267341383200296,0.7899917488752969,0.04227339374952066,1.1900000000000013,0.15538036229283184,unlabeled,-3.770695369316571,-2.6861146293673195,tree
36698,23,0.8746581155643567,0.1152401103047373,0.010101774130905981,0.03377820602302737,0.35451739127710963,0.989898225869094,0.5084314268153876,0.008896763881405666,0.28999999999999915,0.05492653808674233,unlabeled,-6.629104691316164,-4.186326559663163,tree
36723,51,0.8949678971231789,0.08699531285456649,0.018036790022254525,0.046021025578233704,0.41770427573486824,0.9819632099777454,0.5280975829594164,0.01606027033274387,0.3999999999999986,0.08102915043694146,unlabeled,-5.792833598367769,-3.6253973707613234,tree
36724,78,0.3065366548615119,0.6393575505022773,0.05410579463621083,0.10875087850262793,0.5676901744094272,0.9458942053637891,0.7720409132503043,0.030960603162851853,0.7100000000000009,0.13164825907017658,unlabeled,-4.2080464132375255,-2.925228693053633,tree
36725,40,0.5140948741750352,0.47382771587995404,0.012077409945010763,0.0533519971823719,0.44308019230792967,0.9879225900549893,0.6592344208338946,0.0080624504335779,0.2700000000000031,0.05898987102205446,unlabeled,-6.371425645329851,-4.083364478524448,tree
36750,37,0.9014173589854978,0.06477197847824587,0.033810662536256364,0.04363062293127886,0.33075315549983,0.9661893374637437,0.5072239705398072,0.029857702646455847,0.6499999999999986,0.09807883292439543,unlabeled,-4.886335233766952,-3.3498996683250626,tree
36751,12,0.9185779079129159,0.044921273290893245,0.03650081879619085,0.1348357130336995,1.048419696948971,0.9634991812038091,0.3721361070898681,0.03265056869382113,1.9600000000000009,0.1771408320566502,unlabeled,-4.775887838032182,-2.497023150024053,tree
36752,116,0.39408518463493436,0.5714820748429374,0.03443274052212825,0.09293359080748896,0.5537505959512404,0.9655672594778718,0.7429832630660756,0.02099112495918894,0.39000000000000057,0.1073648130179435,unlabeled,-4.860033281024663,-3.2193934054839612,tree
36777,29,0.9514562911933598,0.04399368336524063,0.0045500254413995,0.02242271892042407,0.39063669956336927,0.9954499745586004,0.45097589960439904,0.00432062720860118,0.17999999999999972,0.04036825121615888,unlabeled,-7.7795926332981296,-4.630599362350724,building
36779,132,0.21079279579166516,0.7746063133002951,0.01460089090803979,0.07248180886652113,0.578845359124412,0.9853991090919602,0.7376839254912906,0.00809448130739085,0.35999999999999943,0.06822627539947544,unlabeled,-6.097700983203038,-3.8735075851738205,tree
36804,26,0.9671159280588221,0.024140960585303503,0.008743111355874442,0.0288671497317218,0.4555810769235181,0.9912568886441255,0.44398718305443347,0.008393705056928293,0.33999999999999986,0.060637742034925224,unlabeled,-6.837472510877238,-4.043616365005821,tree
36806,119,0.24873651426362017,0.720502697162526,0.030760788573853812,0.08426960807790665,0.5272153031962216,0.9692392114261462,0.7373444168625385,0.017261711311850877,0.4199999999999946,0.0965391272178503,unlabeled,-5.022716801832171,-3.372727461848219,tree
36831,146,0.08123634670309715,0.8684881139251773,0.05027553937172555,0.1267419244196783,0.6955384494575215,0.9497244606282745,0.8043889978486507,0.02553303131746574,0.8300000000000018,0.13275538768275152,unlabeled,-4.3139708399978485,-2.913146815729725,tree
36832,21,0.7198669743610152,0.19145046374512287,0.08868256189386187,0.15955665732243607,0.7485009523819095,0.9113174381061382,0.7642264559908047,0.06478780830784031,1.8399999999999999,0.21490581814838,unlabeled,-3.4951894738837446,-2.2182168403542515,tree
36833,10,0.9597936168810879,0.03823988402918919,0.001966499089722957,0.013822048769053578,0.33562111095413677,0.9980335009102771,0.42584354698708493,0.001886922144390703,0.3299999999999983,0.02387387311091563,unlabeled,-8.989421316401996,-5.388363124175625,building
36858,145,0.10659309865455575,0.7858203772331968,0.10758652411224749,0.163944923701147,0.7161564523469983,0.8924134758877525,0.8577370950008554,0.05376655552360897,0.7699999999999996,0.1959733281131353,unlabeled,-3.2164173027263794,-2.3512634156978853,tree
36859,34,0.8934195477046468,0.08935660288172202,0.01722384941363116,0.04724393631712111,0.4336115474599698,0.9827761505863689,0.531999757951987,0.015326377899994352,0.4700000000000024,0.06751502264386812,unlabeled,-5.859364819394196,-3.8886262721185414,tree
36885,110,0.5855797059522413,0.31380350978184823,0.10061678426591043,0.13052883020469308,0.5702858006675384,0.8993832157340896,0.7815889030091572,0.06641209360889254,0.9100000000000001,0.1960622964472148,unlabeled,-3.3130427698171774,-2.350608610298939,tree
36887,92,0.6856942025287981,0.3108839591069711,0.0034218383642308147,0.03693098756231491,0.4749843287136173,0.9965781616357692,0.6227933893122208,0.0025967721031071693,0.5500000000000043,0.031835972744837404,unlabeled,-8.190591118703033,-4.973153027688512,building
36913,114,0.22321890261695795,0.7762042605084019,0.0005768368746402448,0.022620328036547604,0.5253998059310654,0.9994231631253597,0.6995906981455167,0.0003245473877388474,0.08000000000000185,0.012992541653600764,unlabeled,-10.757050107174893,-6.266061469560866,terrain
36914,47,0.6412725749258845,0.31701406719516145,0.04171335787895412,0.1325053251156521,0.7530402173911369,0.958286642121046,0.7362156348407292,0.029785877694160225,0.7800000000000011,0.14748450646855124,unlabeled,-4.583312152015584,-2.7613549083676094,tree
36940,155,0.05643497704159897,0.9431851965095657,0.00037982644883528127,0.023972134500403582,0.6560520543571329,0.9996201735511646,0.7321340442098919,0.00019538951886989033,0.07000000000000028,0.011280505298996026,unlabeled,-11.358578700592611,-6.469896609404569,terrain
36967,106,0.164482133287117,0.835030293417245,0.0004875732956380389,0.024704957445826667,0.6118705110082545,0.999512426704362,0.7236166777877732,0.00026556201033684087,0.08000000000000185,0.015721609709403693,unlabeled,-10.999137368386837,-5.991015487297127,terrain
36968,55,0.5673294414194028,0.22781849716384445,0.20485206141675266,0.20593435169164373,0.7563396654038147,0.7951479385832474,0.9016698063749783,0.12509876743997844,1.490000000000002,0.3000998643640343,unlabeled,-2.287338641621189,-1.7364806206299017,tree
36994,142,0.30885859397813514,0.6908099770161604,0.0003314290057044361,0.02356713007725927,0.6515072470296386,0.9996685709942956,0.7209441070890336,0.00019594107504483462,0.060000000000002274,0.0112483669559874,unlabeled,-11.554666111279142,-6.474012371901681,terrain
36995,12,0.905685748005756,0.08456008814940674,0.00975416384483731,0.04237628153342569,0.48105681813412327,0.9902458361551627,0.5163540998611873,0.008834745840840161,0.6300000000000026,0.06241671912221255,unlabeled,-6.679618180546475,-4.001900550736043,tree
37021,52,0.9068788719041527,0.09269539067225684,0.0004257374235904016,0.010731155822016383,0.34415484068478114,0.9995742625764097,0.4684834112057688,0.000389317949705041,0.0400000000000027,0.011484340391442572,unlabeled,-11.194363743440238,-6.444062575220926,terrain
37022,106,0.6489225839315268,0.24215566298303887,0.1089217530854343,0.11281597874329115,0.48889701482437975,0.8910782469145657,0.7387972806125015,0.07460398292456301,0.8000000000000043,0.1959431308233399,unlabeled,-3.1986227419825566,-2.3514857348019182,tree
37047,82,0.2314080361216371,0.6262948139616691,0.14229714991669382,0.10731471583271505,0.428809191507753,0.8577028500833062,0.7484310855554535,0.0744664611302795,0.879999999999999,0.18065772766284838,unlabeled,-2.8130111900388637,-2.4686611415188358,tree
37048,27,0.5661751328402891,0.43142238442665776,0.0024024827330531794,0.010146060996222598,0.14372393165160924,0.9975975172669468,0.368540233974515,0.0016727732787100596,0.3500000000000014,0.015215557726634812,unlabeled,-8.700657845666424,-6.038214158948354,building
37049,34,0.5314313149962072,0.43567374396220254,0.03289494104159018,0.049990271488157614,0.30160105280766875,0.9671050589584098,0.5780097345748718,0.021908583378892926,0.5,0.06493883873464527,unlabeled,-4.925946605827089,-3.944752387796495,tree
